source_file,method_id,eval_type,train_dataset,test_dataset,model,n_subjects,mean_acc,mean_precision_macro,mean_f1_macro,mean_bac,mean_kappa
loso_results_20260615_sfreq100_eegnet_cross_archbaseline_cross_lee2019_to_cho2017_eegnet.csv,20260615_sfreq100_eegnet,base,lee2019,cho2017,eegnet,52,64.5404,,,64.5404,0.2908
loso_results_20260615_sfreq100_eegnet_datasetea_subjectea_cross_cho2017_to_lee2019_eegnet.csv,20260615_sfreq100_eegnet_datasetea_subjectea,base,cho2017,lee2019,eegnet,54,70.8056,,,70.8056,0.4161
loso_results_20260615_sfreq100_eegnet_datasetea_subjectea_cross_lee2019_to_cho2017_eegnet.csv,20260615_sfreq100_eegnet_datasetea_subjectea,base,lee2019,cho2017,eegnet,52,68.5615,,,68.5615,0.3712
loso_results_20260615_sfreq100_eegnet_ea_tent_cross_cho2017_to_lee2019_eegnet.csv,20260615_sfreq100_eegnet_ea_tent,base,cho2017,lee2019,eegnet,54,61.8426,,,61.8426,0.2369
loso_results_20260615_sfreq100_eegnet_ea_tent_cross_cho2017_to_lee2019_eegnet.csv,20260615_sfreq100_eegnet_ea_tent,tent,cho2017,lee2019,eegnet,54,63.6204,,,63.6204,0.2724
loso_results_20260615_sfreq100_eegnet_ea_tent_cross_lee2019_to_cho2017_eegnet.csv,20260615_sfreq100_eegnet_ea_tent,base,lee2019,cho2017,eegnet,52,57.3981,,,57.3981,0.1479
loso_results_20260615_sfreq100_eegnet_ea_tent_cross_lee2019_to_cho2017_eegnet.csv,20260615_sfreq100_eegnet_ea_tent,tent,lee2019,cho2017,eegnet,52,64.075,,,64.075,0.2815
loso_results_20260616_sfreq100_conformer_datasetea_subjectea_adabn_cross_cho2017_to_lee2019_conformer.csv,20260616_sfreq100_conformer_datasetea_subjectea_adabn,adabn,cho2017,lee2019,conformer,54,71.3519,,,71.3519,0.427
loso_results_20260616_sfreq100_conformer_datasetea_subjectea_adabn_cross_cho2017_to_lee2019_conformer.csv,20260616_sfreq100_conformer_datasetea_subjectea_adabn,base,cho2017,lee2019,conformer,54,71.6204,,,71.6204,0.4324
loso_results_20260616_sfreq100_conformer_datasetea_subjectea_adabn_cross_lee2019_to_cho2017_conformer.csv,20260616_sfreq100_conformer_datasetea_subjectea_adabn,adabn,lee2019,cho2017,conformer,52,68.4615,,,68.4615,0.3693
loso_results_20260616_sfreq100_conformer_datasetea_subjectea_adabn_cross_lee2019_to_cho2017_conformer.csv,20260616_sfreq100_conformer_datasetea_subjectea_adabn,base,lee2019,cho2017,conformer,52,68.1192,,,68.1192,0.3624
loso_results_20260616_sfreq100_conformer_datasetea_subjectea_sessionea_sourceweight_tau5_cross_cho2017_to_lee2019_conformer.csv,20260616_sfreq100_conformer_datasetea_subjectea_sessionea_sourceweight_tau5,base,cho2017,lee2019,conformer,54,71.9815,,,71.9815,0.4396
loso_results_20260616_sfreq100_conformer_datasetea_subjectea_sessionea_sourceweight_tau5_cross_lee2019_to_cho2017_conformer.csv,20260616_sfreq100_conformer_datasetea_subjectea_sessionea_sourceweight_tau5,base,lee2019,cho2017,conformer,52,69.3962,,,69.3962,0.388
