method,train_dataset,test_dataset,direction,subject,acc,bac,source_file
DatasetEA+SubjectEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,54,58.5,58.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_cho2017_to_lee2019_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,1,63.5,63.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,2,56.0,56.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,3,86.5,86.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,4,83.0,83.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,5,60.0,60.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,6,55.0,55.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,7,55.4,55.4,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,8,51.5,51.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,9,63.3,63.3,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,10,76.5,76.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,11,61.0,61.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,12,68.5,68.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,13,48.0,48.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,14,95.0,95.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,15,63.0,63.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,16,58.5,58.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,17,52.0,52.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,18,59.5,59.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,19,69.0,69.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,20,64.0,64.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,21,68.5,68.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,22,67.5,67.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,23,76.5,76.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,24,69.5,69.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,25,63.5,63.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,26,54.0,54.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,27,59.0,59.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,28,48.5,48.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,29,51.0,51.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,30,66.5,66.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,31,62.0,62.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,32,47.5,47.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,33,62.5,62.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,34,43.5,43.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,35,45.5,45.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,36,70.5,70.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,37,54.0,54.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,38,54.0,54.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,39,66.5,66.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,40,51.5,51.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,41,86.5,86.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,42,64.5,64.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,43,94.0,94.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,44,72.5,72.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,45,60.0,60.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,46,67.1,67.1,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,47,67.0,67.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,48,86.0,86.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,49,64.5,64.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,50,58.5,58.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,51,59.5,59.5,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
DatasetEA+SubjectEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,52,74.0,74.0,loso_results_20260604_cross_stdmi_datasetea_ea_csp_lda_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,1,67.5,67.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,2,85.5,85.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,3,91.5,91.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,4,63.0,63.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,5,85.0,85.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,6,60.5,60.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,7,69.0,69.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,8,69.0,69.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,9,77.0,77.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,10,63.0,63.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,11,51.0,51.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,12,67.0,67.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,13,62.0,62.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,14,71.5,71.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,15,58.5,58.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,16,60.0,60.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,17,72.5,72.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,18,88.0,88.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,19,80.5,80.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,20,67.0,67.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,21,92.5,92.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,22,79.0,79.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,23,88.5,88.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,24,56.0,56.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,25,63.5,63.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,26,65.0,65.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,27,47.0,47.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,28,83.5,83.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,29,77.5,77.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,30,67.5,67.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,31,69.0,69.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,32,93.0,93.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,33,86.0,86.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,34,43.0,43.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,35,51.0,51.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,36,96.0,96.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,37,91.5,91.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,38,63.0,63.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,39,85.0,85.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,40,58.5,58.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,41,60.5,60.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,42,68.5,68.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,43,71.5,71.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,44,90.0,90.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,45,82.0,82.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,46,73.0,73.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,47,64.5,64.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,48,60.5,60.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,49,75.5,75.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,50,58.5,58.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,51,59.0,59.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,52,67.5,67.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,53,62.5,62.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,cho2017,lee2019,cho2017->lee2019,54,54.0,54.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_cho2017_to_lee2019_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,1,70.5,70.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,2,53.0,53.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,3,91.0,91.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,4,83.5,83.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,5,60.5,60.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,6,58.0,58.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,7,53.75,53.75,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,8,53.5,53.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,9,62.92,62.92,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,10,79.5,79.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,11,66.0,66.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,12,75.5,75.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,13,49.5,49.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,14,95.0,95.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,15,69.0,69.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,16,59.5,59.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,17,53.5,53.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,18,60.5,60.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,19,68.0,68.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,20,71.0,71.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,21,72.0,72.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,22,72.0,72.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,23,78.0,78.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,24,73.5,73.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,25,66.0,66.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,26,56.0,56.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,27,62.5,62.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,28,45.5,45.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,29,54.5,54.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,30,69.5,69.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,31,60.5,60.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,32,49.0,49.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,33,60.5,60.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,34,46.5,46.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,35,41.5,41.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
