dataset,subject,backbone,method,acc,reference_acc,reference,delta
cho2017,16,CSPNet,TENT,68.0,62.0,Original,6.0
cho2017,17,CSPNet,TENT,55.0,48.5,Original,6.5
cho2017,18,CSPNet,TENT,72.0,66.0,Original,6.0
cho2017,19,CSPNet,TENT,72.5,58.5,Original,14.0
cho2017,20,CSPNet,TENT,67.5,59.0,Original,8.5
cho2017,21,CSPNet,TENT,85.0,73.5,Original,11.5
cho2017,22,CSPNet,TENT,72.5,73.0,Original,-0.5
cho2017,23,CSPNet,TENT,90.0,84.0,Original,6.0
cho2017,24,CSPNet,TENT,76.0,76.0,Original,0.0
cho2017,25,CSPNet,TENT,79.5,75.0,Original,4.5
cho2017,26,CSPNet,TENT,73.0,68.5,Original,4.5
cho2017,27,CSPNet,TENT,54.0,50.5,Original,3.5
cho2017,28,CSPNet,TENT,50.5,49.5,Original,1.0
cho2017,29,CSPNet,TENT,59.0,60.0,Original,-1.0
cho2017,30,CSPNet,TENT,70.5,60.5,Original,10.0
cho2017,31,CSPNet,TENT,69.5,61.0,Original,8.5
cho2017,32,CSPNet,TENT,52.0,57.0,Original,-5.0
cho2017,33,CSPNet,TENT,69.5,67.0,Original,2.5
cho2017,34,CSPNet,TENT,52.5,53.0,Original,-0.5
cho2017,35,CSPNet,TENT,59.0,58.0,Original,1.0
cho2017,36,CSPNet,TENT,69.0,67.5,Original,1.5
cho2017,37,CSPNet,TENT,54.5,50.5,Original,4.0
cho2017,38,CSPNet,TENT,68.0,52.5,Original,15.5
cho2017,39,CSPNet,TENT,79.5,50.5,Original,29.0
cho2017,40,CSPNet,TENT,52.0,52.0,Original,0.0
cho2017,41,CSPNet,TENT,95.0,90.5,Original,4.5
cho2017,42,CSPNet,TENT,69.0,70.5,Original,-1.5
cho2017,43,CSPNet,TENT,97.5,96.5,Original,1.0
cho2017,44,CSPNet,TENT,81.5,72.5,Original,9.0
cho2017,45,CSPNet,TENT,70.5,65.0,Original,5.5
cho2017,46,CSPNet,TENT,81.6667,62.5,Original,19.166700000000006
cho2017,47,CSPNet,TENT,76.5,66.0,Original,10.5
cho2017,48,CSPNet,TENT,95.5,90.0,Original,5.5
cho2017,49,CSPNet,TENT,68.0,67.5,Original,0.5
cho2017,50,CSPNet,TENT,69.5,56.5,Original,13.0
cho2017,51,CSPNet,TENT,70.0,64.0,Original,6.0
cho2017,52,CSPNet,TENT,78.0,73.5,Original,4.5
lee2019,1,CSPNet,TENT,88.5,84.0,Original,4.5
lee2019,2,CSPNet,TENT,77.0,77.0,Original,0.0
lee2019,3,CSPNet,TENT,88.5,84.5,Original,4.0
lee2019,4,CSPNet,TENT,59.0,61.5,Original,-2.5
lee2019,5,CSPNet,TENT,92.0,91.0,Original,1.0
lee2019,6,CSPNet,TENT,71.5,77.5,Original,-6.0
lee2019,7,CSPNet,TENT,63.0,60.0,Original,3.0
lee2019,8,CSPNet,TENT,75.5,72.5,Original,3.0
lee2019,9,CSPNet,TENT,78.5,83.0,Original,-4.5
lee2019,10,CSPNet,TENT,69.5,57.5,Original,12.0
lee2019,11,CSPNet,TENT,58.5,56.5,Original,2.0
lee2019,12,CSPNet,TENT,70.5,66.0,Original,4.5
lee2019,13,CSPNet,TENT,58.5,55.0,Original,3.5
lee2019,14,CSPNet,TENT,85.0,75.0,Original,10.0
lee2019,15,CSPNet,TENT,63.0,51.5,Original,11.5
lee2019,16,CSPNet,TENT,61.0,61.5,Original,-0.5
lee2019,17,CSPNet,TENT,71.0,67.0,Original,4.0
lee2019,18,CSPNet,TENT,86.0,86.0,Original,0.0
lee2019,19,CSPNet,TENT,84.5,81.5,Original,3.0
lee2019,20,CSPNet,TENT,71.0,74.5,Original,-3.5
lee2019,21,CSPNet,TENT,91.5,86.0,Original,5.5
lee2019,22,CSPNet,TENT,77.5,65.0,Original,12.5
lee2019,23,CSPNet,TENT,78.5,77.5,Original,1.0
lee2019,24,CSPNet,TENT,56.5,53.5,Original,3.0
lee2019,25,CSPNet,TENT,63.5,59.0,Original,4.5
lee2019,26,CSPNet,TENT,63.5,66.0,Original,-2.5
lee2019,27,CSPNet,TENT,57.5,54.5,Original,3.0
lee2019,28,CSPNet,TENT,91.0,90.5,Original,0.5
lee2019,29,CSPNet,TENT,63.0,66.0,Original,-3.0
lee2019,30,CSPNet,TENT,74.0,72.0,Original,2.0
lee2019,31,CSPNet,TENT,70.0,62.0,Original,8.0
lee2019,32,CSPNet,TENT,96.5,96.0,Original,0.5
lee2019,33,CSPNet,TENT,97.0,95.0,Original,2.0
lee2019,34,CSPNet,TENT,50.0,46.0,Original,4.0
lee2019,35,CSPNet,TENT,54.5,50.5,Original,4.0
lee2019,36,CSPNet,TENT,95.5,92.5,Original,3.0
lee2019,37,CSPNet,TENT,96.0,96.5,Original,-0.5
lee2019,38,CSPNet,TENT,54.5,61.5,Original,-7.0
lee2019,39,CSPNet,TENT,82.5,82.5,Original,0.0
lee2019,40,CSPNet,TENT,64.0,60.0,Original,4.0
lee2019,41,CSPNet,TENT,58.0,56.5,Original,1.5
lee2019,42,CSPNet,TENT,72.0,68.5,Original,3.5
lee2019,43,CSPNet,TENT,75.5,72.5,Original,3.0
lee2019,44,CSPNet,TENT,85.0,91.5,Original,-6.5
lee2019,45,CSPNet,TENT,79.0,81.0,Original,-2.0
lee2019,46,CSPNet,TENT,77.0,78.0,Original,-1.0
lee2019,47,CSPNet,TENT,77.5,70.5,Original,7.0
lee2019,48,CSPNet,TENT,56.0,52.0,Original,4.0
lee2019,49,CSPNet,TENT,72.5,61.0,Original,11.5
lee2019,50,CSPNet,TENT,58.0,49.5,Original,8.5
lee2019,51,CSPNet,TENT,66.5,56.5,Original,10.0
lee2019,52,CSPNet,TENT,68.5,66.5,Original,2.0
lee2019,53,CSPNet,TENT,59.5,62.0,Original,-2.5
lee2019,54,CSPNet,TENT,61.5,58.0,Original,3.5
cho2017,1,Conformer,TENT,66.5,66.0,Original,0.5
cho2017,2,Conformer,TENT,57.0,57.0,Original,0.0
cho2017,3,Conformer,TENT,82.5,88.0,Original,-5.5
cho2017,4,Conformer,TENT,76.5,74.5,Original,2.0
cho2017,5,Conformer,TENT,53.0,56.0,Original,-3.0
cho2017,6,Conformer,TENT,61.5,59.0,Original,2.5
cho2017,7,Conformer,TENT,57.9167,62.5,Original,-4.583300000000001
cho2017,8,Conformer,TENT,55.0,58.0,Original,-3.0
cho2017,9,Conformer,TENT,70.8333,67.9167,Original,2.9165999999999883
cho2017,10,Conformer,TENT,87.0,65.5,Original,21.5
cho2017,11,Conformer,TENT,63.0,61.5,Original,1.5
cho2017,12,Conformer,TENT,72.0,57.0,Original,15.0
cho2017,13,Conformer,TENT,51.0,53.5,Original,-2.5
cho2017,14,Conformer,TENT,90.0,91.5,Original,-1.5
cho2017,15,Conformer,TENT,76.5,64.0,Original,12.5
cho2017,16,Conformer,TENT,61.5,58.5,Original,3.0
cho2017,17,Conformer,TENT,51.0,48.5,Original,2.5
cho2017,18,Conformer,TENT,64.5,59.5,Original,5.0
cho2017,19,Conformer,TENT,67.0,57.0,Original,10.0
cho2017,20,Conformer,TENT,64.0,54.0,Original,10.0
cho2017,21,Conformer,TENT,75.5,66.5,Original,9.0
cho2017,22,Conformer,TENT,74.0,69.0,Original,5.0
cho2017,23,Conformer,TENT,87.0,54.5,Original,32.5
cho2017,24,Conformer,TENT,74.5,71.0,Original,3.5
cho2017,25,Conformer,TENT,80.5,71.0,Original,9.5
cho2017,26,Conformer,TENT,62.5,65.5,Original,-3.0
cho2017,27,Conformer,TENT,57.5,50.0,Original,7.5
cho2017,28,Conformer,TENT,48.5,51.0,Original,-2.5
cho2017,29,Conformer,TENT,57.0,59.0,Original,-2.0
cho2017,30,Conformer,TENT,59.5,63.5,Original,-4.0
cho2017,31,Conformer,TENT,72.0,60.0,Original,12.0
cho2017,32,Conformer,TENT,50.0,53.0,Original,-3.0
cho2017,33,Conformer,TENT,69.0,58.5,Original,10.5
cho2017,34,Conformer,TENT,54.5,51.0,Original,3.5
cho2017,35,Conformer,TENT,57.0,54.5,Original,2.5
cho2017,36,Conformer,TENT,75.0,71.5,Original,3.5
cho2017,37,Conformer,TENT,50.0,53.0,Original,-3.0
cho2017,38,Conformer,TENT,58.5,63.0,Original,-4.5
cho2017,39,Conformer,TENT,60.5,50.5,Original,10.0
cho2017,40,Conformer,TENT,52.0,47.5,Original,4.5
cho2017,41,Conformer,TENT,92.0,91.5,Original,0.5
cho2017,42,Conformer,TENT,71.0,65.0,Original,6.0
cho2017,43,Conformer,TENT,97.0,98.0,Original,-1.0
cho2017,44,Conformer,TENT,64.0,74.5,Original,-10.5
cho2017,45,Conformer,TENT,56.5,66.0,Original,-9.5
cho2017,46,Conformer,TENT,73.75,79.1667,Original,-5.416700000000006
cho2017,47,Conformer,TENT,74.0,70.0,Original,4.0
cho2017,48,Conformer,TENT,84.0,87.5,Original,-3.5
cho2017,49,Conformer,TENT,73.5,63.0,Original,10.5
cho2017,50,Conformer,TENT,57.0,67.0,Original,-10.0
cho2017,51,Conformer,TENT,64.5,58.5,Original,6.0
cho2017,52,Conformer,TENT,67.5,61.0,Original,6.5
lee2019,1,Conformer,TENT,79.5,79.5,Original,0.0
lee2019,2,Conformer,TENT,69.0,74.5,Original,-5.5
lee2019,3,Conformer,TENT,89.5,86.0,Original,3.5
lee2019,4,Conformer,TENT,51.5,56.0,Original,-4.5
lee2019,5,Conformer,TENT,76.0,85.5,Original,-9.5
lee2019,6,Conformer,TENT,59.0,65.0,Original,-6.0
lee2019,7,Conformer,TENT,65.0,61.0,Original,4.0
lee2019,8,Conformer,TENT,74.5,69.0,Original,5.5
lee2019,9,Conformer,TENT,83.5,85.0,Original,-1.5
lee2019,10,Conformer,TENT,71.0,71.5,Original,-0.5
lee2019,11,Conformer,TENT,51.5,56.0,Original,-4.5
lee2019,12,Conformer,TENT,71.5,69.0,Original,2.5
lee2019,13,Conformer,TENT,65.0,59.0,Original,6.0
lee2019,14,Conformer,TENT,72.5,72.0,Original,0.5
lee2019,15,Conformer,TENT,53.5,53.5,Original,0.0
lee2019,16,Conformer,TENT,57.0,61.5,Original,-4.5
lee2019,17,Conformer,TENT,64.0,64.5,Original,-0.5
lee2019,18,Conformer,TENT,83.0,82.0,Original,1.0
lee2019,19,Conformer,TENT,77.0,66.0,Original,11.0
lee2019,20,Conformer,TENT,64.0,75.0,Original,-11.0
lee2019,21,Conformer,TENT,92.5,76.5,Original,16.0
lee2019,22,Conformer,TENT,70.5,61.0,Original,9.5
lee2019,23,Conformer,TENT,71.5,79.0,Original,-7.5
lee2019,24,Conformer,TENT,57.0,52.0,Original,5.0
lee2019,25,Conformer,TENT,60.5,63.0,Original,-2.5
lee2019,26,Conformer,TENT,56.5,60.5,Original,-4.0
lee2019,27,Conformer,TENT,50.5,55.0,Original,-4.5
lee2019,28,Conformer,TENT,80.5,85.5,Original,-5.0
lee2019,29,Conformer,TENT,61.0,77.0,Original,-16.0
lee2019,30,Conformer,TENT,61.0,63.0,Original,-2.0
lee2019,31,Conformer,TENT,63.5,69.5,Original,-6.0
lee2019,32,Conformer,TENT,86.5,92.0,Original,-5.5
lee2019,33,Conformer,TENT,97.0,95.0,Original,2.0
lee2019,34,Conformer,TENT,55.0,50.5,Original,4.5
lee2019,35,Conformer,TENT,50.5,50.0,Original,0.5
lee2019,36,Conformer,TENT,95.5,88.5,Original,7.0
lee2019,37,Conformer,TENT,97.5,97.5,Original,0.0
lee2019,38,Conformer,TENT,60.0,60.5,Original,-0.5
lee2019,39,Conformer,TENT,81.5,82.0,Original,-0.5
lee2019,40,Conformer,TENT,53.0,65.5,Original,-12.5
lee2019,41,Conformer,TENT,57.0,54.5,Original,2.5
lee2019,42,Conformer,TENT,72.0,66.5,Original,5.5
lee2019,43,Conformer,TENT,64.0,74.5,Original,-10.5
lee2019,44,Conformer,TENT,82.5,85.5,Original,-3.0
lee2019,45,Conformer,TENT,79.5,77.5,Original,2.0
lee2019,46,Conformer,TENT,74.5,73.5,Original,1.0
lee2019,47,Conformer,TENT,72.5,57.0,Original,15.5
lee2019,48,Conformer,TENT,56.0,51.0,Original,5.0
lee2019,49,Conformer,TENT,70.5,67.0,Original,3.5
lee2019,50,Conformer,TENT,53.0,57.5,Original,-4.5
lee2019,51,Conformer,TENT,62.5,61.5,Original,1.0
lee2019,52,Conformer,TENT,62.5,61.5,Original,1.0
lee2019,53,Conformer,TENT,65.0,66.5,Original,-1.5
lee2019,54,Conformer,TENT,63.0,54.5,Original,8.5
cho2017,1,EEGNet,AdaBN,66.5,65.0,Original,1.5
cho2017,2,EEGNet,AdaBN,56.0,54.0,Original,2.0
cho2017,3,EEGNet,AdaBN,93.5,89.5,Original,4.0
cho2017,4,EEGNet,AdaBN,91.0,90.0,Original,1.0
cho2017,5,EEGNet,AdaBN,68.5,63.0,Original,5.5
cho2017,6,EEGNet,AdaBN,61.5,57.0,Original,4.5
cho2017,7,EEGNet,AdaBN,60.8333,62.0833,Original,-1.25
cho2017,8,EEGNet,AdaBN,54.0,58.5,Original,-4.5
cho2017,9,EEGNet,AdaBN,70.4167,74.1667,Original,-3.75
cho2017,10,EEGNet,AdaBN,85.5,86.0,Original,-0.5
cho2017,11,EEGNet,AdaBN,67.5,63.5,Original,4.0
cho2017,12,EEGNet,AdaBN,69.0,61.0,Original,8.0
cho2017,13,EEGNet,AdaBN,59.0,48.0,Original,11.0
cho2017,14,EEGNet,AdaBN,88.5,84.5,Original,4.0
cho2017,15,EEGNet,AdaBN,85.0,67.0,Original,18.0
cho2017,16,EEGNet,AdaBN,60.5,59.0,Original,1.5
cho2017,17,EEGNet,AdaBN,56.0,49.5,Original,6.5
cho2017,18,EEGNet,AdaBN,74.5,68.5,Original,6.0
cho2017,19,EEGNet,AdaBN,68.0,64.5,Original,3.5
cho2017,20,EEGNet,AdaBN,67.0,56.5,Original,10.5
cho2017,21,EEGNet,AdaBN,78.0,63.5,Original,14.5
cho2017,22,EEGNet,AdaBN,73.0,72.5,Original,0.5
cho2017,23,EEGNet,AdaBN,86.0,80.0,Original,6.0
cho2017,24,EEGNet,AdaBN,74.5,75.0,Original,-0.5
cho2017,25,EEGNet,AdaBN,72.0,74.5,Original,-2.5
cho2017,26,EEGNet,AdaBN,74.5,72.5,Original,2.0
cho2017,27,EEGNet,AdaBN,50.5,49.0,Original,1.5
cho2017,28,EEGNet,AdaBN,51.0,54.5,Original,-3.5
cho2017,29,EEGNet,AdaBN,60.5,64.5,Original,-4.0
cho2017,30,EEGNet,AdaBN,66.5,59.5,Original,7.0
cho2017,31,EEGNet,AdaBN,69.5,66.5,Original,3.0
cho2017,32,EEGNet,AdaBN,50.5,52.5,Original,-2.0
cho2017,33,EEGNet,AdaBN,67.5,63.0,Original,4.5
cho2017,34,EEGNet,AdaBN,52.5,49.0,Original,3.5
cho2017,35,EEGNet,AdaBN,55.0,56.0,Original,-1.0
cho2017,36,EEGNet,AdaBN,68.0,67.5,Original,0.5
cho2017,37,EEGNet,AdaBN,44.5,50.0,Original,-5.5
cho2017,38,EEGNet,AdaBN,70.0,64.0,Original,6.0
cho2017,39,EEGNet,AdaBN,79.5,53.0,Original,26.5
cho2017,40,EEGNet,AdaBN,55.0,52.5,Original,2.5
cho2017,41,EEGNet,AdaBN,95.5,94.0,Original,1.5
cho2017,42,EEGNet,AdaBN,68.0,72.0,Original,-4.0
cho2017,43,EEGNet,AdaBN,96.0,97.0,Original,-1.0
cho2017,44,EEGNet,AdaBN,76.5,67.0,Original,9.5
cho2017,45,EEGNet,AdaBN,62.0,58.5,Original,3.5
cho2017,46,EEGNet,AdaBN,82.9167,72.9167,Original,10.0
cho2017,47,EEGNet,AdaBN,74.0,66.5,Original,7.5
cho2017,48,EEGNet,AdaBN,96.0,92.5,Original,3.5
cho2017,49,EEGNet,AdaBN,69.5,63.0,Original,6.5
cho2017,50,EEGNet,AdaBN,71.0,57.0,Original,14.0
cho2017,51,EEGNet,AdaBN,70.5,63.0,Original,7.5
cho2017,52,EEGNet,AdaBN,71.0,64.0,Original,7.0
lee2019,1,EEGNet,AdaBN,85.5,85.5,Original,0.0
lee2019,2,EEGNet,AdaBN,61.5,69.5,Original,-8.0
lee2019,3,EEGNet,AdaBN,87.0,84.5,Original,2.5
lee2019,4,EEGNet,AdaBN,56.5,59.5,Original,-3.0
lee2019,5,EEGNet,AdaBN,88.0,89.5,Original,-1.5
lee2019,6,EEGNet,AdaBN,69.5,67.5,Original,2.0
lee2019,7,EEGNet,AdaBN,69.0,62.5,Original,6.5
lee2019,8,EEGNet,AdaBN,80.0,76.5,Original,3.5
lee2019,9,EEGNet,AdaBN,81.0,81.5,Original,-0.5
lee2019,10,EEGNet,AdaBN,69.5,58.0,Original,11.5
lee2019,11,EEGNet,AdaBN,54.0,57.0,Original,-3.0
lee2019,12,EEGNet,AdaBN,70.5,72.0,Original,-1.5
lee2019,13,EEGNet,AdaBN,61.0,54.5,Original,6.5
lee2019,14,EEGNet,AdaBN,79.0,77.0,Original,2.0
lee2019,15,EEGNet,AdaBN,61.0,53.5,Original,7.5
lee2019,16,EEGNet,AdaBN,57.5,58.5,Original,-1.0
lee2019,17,EEGNet,AdaBN,70.0,60.0,Original,10.0
lee2019,18,EEGNet,AdaBN,91.5,85.0,Original,6.5
lee2019,19,EEGNet,AdaBN,82.0,68.0,Original,14.0
lee2019,20,EEGNet,AdaBN,71.5,67.5,Original,4.0
lee2019,21,EEGNet,AdaBN,95.0,88.5,Original,6.5
lee2019,22,EEGNet,AdaBN,75.0,70.0,Original,5.0
lee2019,23,EEGNet,AdaBN,79.0,79.5,Original,-0.5
lee2019,24,EEGNet,AdaBN,60.0,59.5,Original,0.5
lee2019,25,EEGNet,AdaBN,61.0,58.0,Original,3.0
lee2019,26,EEGNet,AdaBN,61.5,62.5,Original,-1.0
lee2019,27,EEGNet,AdaBN,54.0,51.5,Original,2.5
lee2019,28,EEGNet,AdaBN,87.5,86.0,Original,1.5
lee2019,29,EEGNet,AdaBN,65.0,73.0,Original,-8.0
lee2019,30,EEGNet,AdaBN,69.5,71.0,Original,-1.5
lee2019,31,EEGNet,AdaBN,66.5,62.5,Original,4.0
lee2019,32,EEGNet,AdaBN,91.5,94.0,Original,-2.5
lee2019,33,EEGNet,AdaBN,95.0,93.0,Original,2.0
lee2019,34,EEGNet,AdaBN,46.0,51.0,Original,-5.0
lee2019,35,EEGNet,AdaBN,50.5,55.0,Original,-4.5
lee2019,36,EEGNet,AdaBN,94.5,88.5,Original,6.0
lee2019,37,EEGNet,AdaBN,96.5,96.0,Original,0.5
lee2019,38,EEGNet,AdaBN,60.5,64.5,Original,-4.0
lee2019,39,EEGNet,AdaBN,85.5,82.5,Original,3.0
lee2019,40,EEGNet,AdaBN,62.0,63.0,Original,-1.0
lee2019,41,EEGNet,AdaBN,56.5,53.5,Original,3.0
lee2019,42,EEGNet,AdaBN,72.5,68.5,Original,4.0
lee2019,43,EEGNet,AdaBN,68.5,68.0,Original,0.5
lee2019,44,EEGNet,AdaBN,92.0,85.0,Original,7.0
lee2019,45,EEGNet,AdaBN,77.5,79.0,Original,-1.5
lee2019,46,EEGNet,AdaBN,75.5,70.0,Original,5.5
lee2019,47,EEGNet,AdaBN,74.0,63.0,Original,11.0
lee2019,48,EEGNet,AdaBN,54.5,53.0,Original,1.5
lee2019,49,EEGNet,AdaBN,75.0,71.0,Original,4.0
lee2019,50,EEGNet,AdaBN,53.5,50.5,Original,3.0
lee2019,51,EEGNet,AdaBN,67.0,62.0,Original,5.0
lee2019,52,EEGNet,AdaBN,71.5,67.5,Original,4.0
lee2019,53,EEGNet,AdaBN,64.0,65.5,Original,-1.5
lee2019,54,EEGNet,AdaBN,64.0,59.5,Original,4.5
cho2017,1,CSPNet,AdaBN,68.0,67.5,Original,0.5
cho2017,2,CSPNet,AdaBN,58.0,53.5,Original,4.5
cho2017,3,CSPNet,AdaBN,92.0,90.5,Original,1.5
cho2017,4,CSPNet,AdaBN,89.0,84.0,Original,5.0
cho2017,5,CSPNet,AdaBN,69.5,61.0,Original,8.5
cho2017,6,CSPNet,AdaBN,58.5,61.0,Original,-2.5
cho2017,7,CSPNet,AdaBN,62.9167,64.1667,Original,-1.250000000000007
cho2017,8,CSPNet,AdaBN,58.0,55.5,Original,2.5
cho2017,9,CSPNet,AdaBN,73.3333,69.5833,Original,3.75
cho2017,10,CSPNet,AdaBN,85.5,80.0,Original,5.5
cho2017,11,CSPNet,AdaBN,74.5,60.5,Original,14.0
cho2017,12,CSPNet,AdaBN,73.0,55.0,Original,18.0
cho2017,13,CSPNet,AdaBN,55.0,55.5,Original,-0.5
cho2017,14,CSPNet,AdaBN,91.5,90.5,Original,1.0
cho2017,15,CSPNet,AdaBN,80.5,63.5,Original,17.0
cho2017,16,CSPNet,AdaBN,67.5,62.0,Original,5.5
cho2017,17,CSPNet,AdaBN,53.5,48.5,Original,5.0
cho2017,18,CSPNet,AdaBN,72.5,66.0,Original,6.5
cho2017,19,CSPNet,AdaBN,73.0,58.5,Original,14.5
cho2017,20,CSPNet,AdaBN,70.0,59.0,Original,11.0
cho2017,21,CSPNet,AdaBN,83.0,73.5,Original,9.5
cho2017,22,CSPNet,AdaBN,70.5,73.0,Original,-2.5
cho2017,23,CSPNet,AdaBN,87.5,84.0,Original,3.5
cho2017,24,CSPNet,AdaBN,71.0,76.0,Original,-5.0
cho2017,25,CSPNet,AdaBN,83.5,75.0,Original,8.5
cho2017,26,CSPNet,AdaBN,73.0,68.5,Original,4.5
cho2017,27,CSPNet,AdaBN,53.5,50.5,Original,3.0
cho2017,28,CSPNet,AdaBN,48.0,49.5,Original,-1.5
cho2017,29,CSPNet,AdaBN,54.5,60.0,Original,-5.5
cho2017,30,CSPNet,AdaBN,72.0,60.5,Original,11.5
cho2017,31,CSPNet,AdaBN,69.5,61.0,Original,8.5
cho2017,32,CSPNet,AdaBN,52.5,57.0,Original,-4.5
cho2017,33,CSPNet,AdaBN,66.0,67.0,Original,-1.0
cho2017,34,CSPNet,AdaBN,53.5,53.0,Original,0.5
cho2017,35,CSPNet,AdaBN,54.5,58.0,Original,-3.5
cho2017,36,CSPNet,AdaBN,73.5,67.5,Original,6.0
cho2017,37,CSPNet,AdaBN,54.0,50.5,Original,3.5
cho2017,38,CSPNet,AdaBN,71.0,52.5,Original,18.5
cho2017,39,CSPNet,AdaBN,76.0,50.5,Original,25.5
cho2017,40,CSPNet,AdaBN,50.0,52.0,Original,-2.0
cho2017,41,CSPNet,AdaBN,96.0,90.5,Original,5.5
cho2017,42,CSPNet,AdaBN,70.0,70.5,Original,-0.5
cho2017,43,CSPNet,AdaBN,96.0,96.5,Original,-0.5
cho2017,44,CSPNet,AdaBN,79.5,72.5,Original,7.0
cho2017,45,CSPNet,AdaBN,67.5,65.0,Original,2.5
cho2017,46,CSPNet,AdaBN,79.5833,62.5,Original,17.083299999999994
cho2017,47,CSPNet,AdaBN,78.0,66.0,Original,12.0
cho2017,48,CSPNet,AdaBN,94.5,90.0,Original,4.5
cho2017,49,CSPNet,AdaBN,73.0,67.5,Original,5.5
cho2017,50,CSPNet,AdaBN,68.5,56.5,Original,12.0
cho2017,51,CSPNet,AdaBN,66.5,64.0,Original,2.5
cho2017,52,CSPNet,AdaBN,82.5,73.5,Original,9.0
lee2019,1,CSPNet,AdaBN,90.0,84.0,Original,6.0
lee2019,2,CSPNet,AdaBN,80.0,77.0,Original,3.0
lee2019,3,CSPNet,AdaBN,88.0,84.5,Original,3.5
lee2019,4,CSPNet,AdaBN,61.5,61.5,Original,0.0
lee2019,5,CSPNet,AdaBN,94.5,91.0,Original,3.5
lee2019,6,CSPNet,AdaBN,70.0,77.5,Original,-7.5
lee2019,7,CSPNet,AdaBN,60.5,60.0,Original,0.5
lee2019,8,CSPNet,AdaBN,76.0,72.5,Original,3.5
lee2019,9,CSPNet,AdaBN,82.0,83.0,Original,-1.0
lee2019,10,CSPNet,AdaBN,67.5,57.5,Original,10.0
lee2019,11,CSPNet,AdaBN,52.0,56.5,Original,-4.5
lee2019,12,CSPNet,AdaBN,66.5,66.0,Original,0.5
lee2019,13,CSPNet,AdaBN,62.5,55.0,Original,7.5
lee2019,14,CSPNet,AdaBN,81.5,75.0,Original,6.5
lee2019,15,CSPNet,AdaBN,59.5,51.5,Original,8.0
lee2019,16,CSPNet,AdaBN,60.5,61.5,Original,-1.0
lee2019,17,CSPNet,AdaBN,69.0,67.0,Original,2.0
lee2019,18,CSPNet,AdaBN,87.0,86.0,Original,1.0
lee2019,19,CSPNet,AdaBN,82.0,81.5,Original,0.5
lee2019,20,CSPNet,AdaBN,77.5,74.5,Original,3.0
lee2019,21,CSPNet,AdaBN,94.0,86.0,Original,8.0
lee2019,22,CSPNet,AdaBN,78.0,65.0,Original,13.0
lee2019,23,CSPNet,AdaBN,82.0,77.5,Original,4.5
lee2019,24,CSPNet,AdaBN,56.0,53.5,Original,2.5
lee2019,25,CSPNet,AdaBN,57.5,59.0,Original,-1.5
lee2019,26,CSPNet,AdaBN,61.5,66.0,Original,-4.5
lee2019,27,CSPNet,AdaBN,53.5,54.5,Original,-1.0
lee2019,28,CSPNet,AdaBN,89.5,90.5,Original,-1.0
lee2019,29,CSPNet,AdaBN,65.0,66.0,Original,-1.0
lee2019,30,CSPNet,AdaBN,73.5,72.0,Original,1.5
lee2019,31,CSPNet,AdaBN,68.0,62.0,Original,6.0
lee2019,32,CSPNet,AdaBN,93.0,96.0,Original,-3.0
lee2019,33,CSPNet,AdaBN,94.0,95.0,Original,-1.0
lee2019,34,CSPNet,AdaBN,48.0,46.0,Original,2.0
lee2019,35,CSPNet,AdaBN,52.0,50.5,Original,1.5
lee2019,36,CSPNet,AdaBN,94.0,92.5,Original,1.5
lee2019,37,CSPNet,AdaBN,97.0,96.5,Original,0.5
lee2019,38,CSPNet,AdaBN,58.0,61.5,Original,-3.5
lee2019,39,CSPNet,AdaBN,87.0,82.5,Original,4.5
lee2019,40,CSPNet,AdaBN,61.0,60.0,Original,1.0
lee2019,41,CSPNet,AdaBN,59.5,56.5,Original,3.0
lee2019,42,CSPNet,AdaBN,69.5,68.5,Original,1.0
lee2019,43,CSPNet,AdaBN,75.5,72.5,Original,3.0
lee2019,44,CSPNet,AdaBN,92.5,91.5,Original,1.0
lee2019,45,CSPNet,AdaBN,77.0,81.0,Original,-4.0
lee2019,46,CSPNet,AdaBN,76.5,78.0,Original,-1.5
lee2019,47,CSPNet,AdaBN,79.0,70.5,Original,8.5
lee2019,48,CSPNet,AdaBN,58.0,52.0,Original,6.0
lee2019,49,CSPNet,AdaBN,73.5,61.0,Original,12.5
lee2019,50,CSPNet,AdaBN,55.0,49.5,Original,5.5
lee2019,51,CSPNet,AdaBN,63.0,56.5,Original,6.5
lee2019,52,CSPNet,AdaBN,65.5,66.5,Original,-1.0
lee2019,53,CSPNet,AdaBN,61.0,62.0,Original,-1.0
lee2019,54,CSPNet,AdaBN,64.0,58.0,Original,6.0
cho2017,1,Conformer,AdaBN,64.5,66.0,Original,-1.5
cho2017,2,Conformer,AdaBN,59.0,57.0,Original,2.0
cho2017,3,Conformer,AdaBN,91.0,88.0,Original,3.0
cho2017,4,Conformer,AdaBN,87.0,74.5,Original,12.5
cho2017,5,Conformer,AdaBN,66.5,56.0,Original,10.5
cho2017,6,Conformer,AdaBN,67.5,59.0,Original,8.5
cho2017,7,Conformer,AdaBN,60.8,62.5,Original,-1.7000000000000028
cho2017,8,Conformer,AdaBN,60.5,58.0,Original,2.5
cho2017,9,Conformer,AdaBN,71.7,67.9167,Original,3.783299999999997
cho2017,10,Conformer,AdaBN,86.5,65.5,Original,21.0
cho2017,11,Conformer,AdaBN,66.5,61.5,Original,5.0
